opcode_hex,signed_opcode,handler,handler_code_off,branch_read_sequence,handler_direct_read_sequence,request_candidate_minus_0x7000,request_candidate_minus_0x8000
0x831c,-31972,LscriptPages/game/p;->N0(Ljava/lang/String;)V,0x30cbb4,,0006:readInt(Ljava/lang/String;)I || 0014:readByte(Ljava/lang/String;)B || 0026:readShort(Ljava/lang/String;)S || 0032:readShort(Ljava/lang/String;)S || 0048:readLong(Ljava/lang/String;)J || 0054:readLong(Ljava/lang/String;)J || 0060:readLong(Ljava/lang/String;)J || 0070:readInt(Ljava/lang/String;)I || 007c:readInt(Ljava/lang/String;)I || 0088:readInt(Ljava/lang/String;)I || 008e:readShort(Ljava/lang/String;)S || 0094:readLong(Ljava/lang/String;)J,0x131c,0x031c
0x8320,-31968,LscriptPages/game/k;->C0(Ljava/lang/String;)V,0x2c94ec,,000c:readByte(Ljava/lang/String;)B || 0014:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1320 reqCityFiefExpel@scriptPages/game/k->B0,0x0320
0x8322,-31966,LscriptPages/game/k;->c1(Ljava/lang/String;)V,0x2caf2c,,0000:readByte(Ljava/lang/String;)B,0x1322 reqCityTraitInfo@scriptPages/game/k0->O,0x0322
0x8324,-31964,LscriptPages/game/k;->d1(Ljava/lang/String;)V,0x2caf50,,0000:readByte(Ljava/lang/String;)B || 0012:readByte(Ljava/lang/String;)B,0x1324 reqCityTraitLevelUp@scriptPages/game/k0->c0,0x0324
0x8326,-31962,LscriptPages/game/k;->W0(Ljava/lang/String;)V,0x2ca9f0,,0006:readByte(Ljava/lang/String;)B || 0016:readLong(Ljava/lang/String;)J || 001e:readInt(Ljava/lang/String;)I,0x1326 reqCityResetTax@scriptPages/game/k->V0,0x0326
0x832b,-31957,LscriptPages/game/k;->t0(Ljava/lang/String;)V,0x2c8cc0,,0000:readByte(Ljava/lang/String;)B || 0012:readLong(Ljava/lang/String;)J || 001a:readByte(Ljava/lang/String;)B,0x132b,0x032b
0x832d,-31955,LscriptPages/game/k;->f1(Ljava/lang/String;)V,0x2cb024,,0006:readByte(Ljava/lang/String;)B,0x132d reqCityYield@scriptPages/game/k->e1,0x032d
0x8330,-31952,LscriptPages/game/k;->v0(Ljava/lang/String;)V,0x2c8d58,,0006:readBoolean(Ljava/lang/String;)Z || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0016:readByte(Ljava/lang/String;)B || 001e:readByte(Ljava/lang/String;)B || 0034:readLong(Ljava/lang/String;)J || 0040:readLong(Ljava/lang/String;)J,0x1330,0x0330
0x8332,-31950,LscriptPages/game/k;->z0(Ljava/lang/String;)V,0x2c9290,,0006:readByte(Ljava/lang/String;)B || 001e:readByte(Ljava/lang/String;)B || 0026:readByte(Ljava/lang/String;)B || 002e:readByte(Ljava/lang/String;)B || 0036:readLong(Ljava/lang/String;)J || 003e:readLong(Ljava/lang/String;)J || 0046:readLong(Ljava/lang/String;)J || 004e:readLong(Ljava/lang/String;)J,0x1332 reqCityCountryCollectInfo@scriptPages/game/k->y0,0x0332
0x8334,-31948,LscriptPages/game/k;->A0(Ljava/lang/String;)V,0x2c93e0,,0000:readBoolean(Ljava/lang/String;)Z || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0010:readByte(Ljava/lang/String;)B || 0026:readLong(Ljava/lang/String;)J || 0032:readLong(Ljava/lang/String;)J || 003e:readLong(Ljava/lang/String;)J || 004a:readLong(Ljava/lang/String;)J,0x1334 reqCityCountryCollect@scriptPages/game/k->s1,0x0334
0x8335,-31947,LscriptPages/game/k;->b1(Ljava/lang/String;)V,0x2caebc,,0000:readByte(Ljava/lang/String;)B || 0010:readShort(Ljava/lang/String;)S || 0018:readLong(Ljava/lang/String;)J,0x1335 REQ_CITY_TOTEM_CTRL@scriptPages/game/k->Z0,0x0335
0x8336,-31946,LscriptPages/game/k;->a1(Ljava/lang/String;)V,0x2cae1c,,0000:readBoolean(Ljava/lang/String;)Z || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0010:readByte(Ljava/lang/String;)B || 001e:readShort(Ljava/lang/String;)S || 0026:readLong(Ljava/lang/String;)J || 002e:readInt(Ljava/lang/String;)I,0x1336,0x0336
0x8340,-31936,LscriptPages/game/k;->Q0(Ljava/lang/String;)V,0x2ca38c,,0000:readByte(Ljava/lang/String;)B,0x1340 reqCityOwnerCampaignInfo@scriptPages/game/k->P0,0x0340
0x8342,-31934,LscriptPages/game/k;->U0(Ljava/lang/String;)V,0x2ca884,,0006:readByte(Ljava/lang/String;)B || 0016:readByte(Ljava/lang/String;)B,0x1342 reqCityOwnerRoleCampaignInfo@scriptPages/game/k->T0,0x0342
0x8344,-31932,LscriptPages/game/k;->S0(Ljava/lang/String;)V,0x2ca404,,0000:readByte(Ljava/lang/String;)B || 0020:readByte(Ljava/lang/String;)B || 002e:readShort(Ljava/lang/String;)S || 0060:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0070:readShort(Ljava/lang/String;)S || 0080:readByte(Ljava/lang/String;)B || 0090:readShort(Ljava/lang/String;)S || 00a6:readShort(Ljava/lang/String;)S || 00e0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00f0:readShort(Ljava/lang/String;)S || 0100:readByte(Ljava/lang/String;)B || 0110:readShort(Ljava/lang/String;)S || 0120:readInt(Ljava/lang/String;)I || 0136:readShort(Ljava/lang/String;)S || 0190:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01a0:readShort(Ljava/lang/String;)S || 01b0:readByte(Ljava/lang/String;)B || 01c0:readLong(Ljava/lang/String;)J || 01d0:readLong(Ljava/lang/String;)J || 01e0:readBoolean(Ljava/lang/String;)Z || 01fc:readShort(Ljava/lang/String;)S || 020c:readInt(Ljava/lang/String;)I || 021c:readInt(Ljava/lang/String;)I,0x1344 reqCityOwnerCampaignRoleList@scriptPages/game/k->R0,0x0344
0x8346,-31930,LscriptPages/game/k;->O0(Ljava/lang/String;)V,0x2ca2f4,,0006:readByte(Ljava/lang/String;)B || 001c:readBoolean(Ljava/lang/String;)Z || 0022:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1346,0x0346
0x8400,-31744,LscriptPages/game/w;->Z(Ljava/lang/String;)V,0x3498c0,,0000:readByte(Ljava/lang/String;)B,0x1400,0x0400
0x8404,-31740,LscriptPages/game/n;->O0(Ljava/lang/String;)V,0x2e9acc,,0000:readByte(Ljava/lang/String;)B || 000c:readByte(Ljava/lang/String;)B || 00be:readShort(Ljava/lang/String;)S || 00d4:readShort(Ljava/lang/String;)S || 00e2:readByte(Ljava/lang/String;)B || 01ac:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01c0:readByte(Ljava/lang/String;)B || 01d4:readShort(Ljava/lang/String;)S || 01e8:readShort(Ljava/lang/String;)S || 01fc:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0210:readShort(Ljava/lang/String;)S || 0224:readShort(Ljava/lang/String;)S || 0238:readInt(Ljava/lang/String;)I || 024c:readInt(Ljava/lang/String;)I || 0258:readByte(Ljava/lang/String;)B || 0292:readByte(Ljava/lang/String;)B || 02aa:readInt(Ljava/lang/String;)I || 02c6:readInt(Ljava/lang/String;)I || 02da:readInt(Ljava/lang/String;)I || 02ee:readInt(Ljava/lang/String;)I || 0302:readInt(Ljava/lang/String;)I,0x1404,0x0404
0x8406,-31738,LscriptPages/game/n;->o2(Ljava/lang/String;)V,0x2ed438,,0000:readByte(Ljava/lang/String;)B,0x1406,0x0406
0x8408,-31736,LscriptPages/game/n;->k2(Ljava/lang/String;)V,0x2ed280,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0016:readByte(Ljava/lang/String;)B,0x1408 di_提示国王加点@scriptPages/game/n->U2,0x0408
0x8409,-31735,LscriptPages/game/n;->s2(Ljava/lang/String;)V,0x2ed5e8,,0008:readByte(Ljava/lang/String;)B || 0014:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0020:readShort(Ljava/lang/String;)S || 002c:readByte(Ljava/lang/String;)B || 0038:readShort(Ljava/lang/String;)S || 0040:readShort(Ljava/lang/String;)S || 0048:readShort(Ljava/lang/String;)S,0x1409 di_联网数据载入中@scriptPages/game/n->U2,0x0409
0x840a,-31734,LscriptPages/game/n;->y1(Ljava/lang/String;)V,0x2eb534,,0000:readByte(Ljava/lang/String;)B || 000e:readLong(Ljava/lang/String;)J || 001a:readByte(Ljava/lang/String;)B,0x140a re_提示黄金积分@scriptPages/game/n->U2,0x040a
0x840c,-31732,LscriptPages/game/n;->A1(Ljava/lang/String;)V,0x2eb7b0,,0000:readByte(Ljava/lang/String;)B || 000e:readLong(Ljava/lang/String;)J || 001a:readByte(Ljava/lang/String;)B,0x140c REQ_COUNTRY_DONATE_RESOUTCE@scriptPages/game/n->z1,0x040c
0x840e,-31730,LscriptPages/game/n;->N1(Ljava/lang/String;)V,0x2ec604,,0000:readByte(Ljava/lang/String;)B || 0008:readByte(Ljava/lang/String;)B || 0010:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x140e reqCountryNoticeModify@scriptPages/game/n->M1,0x040e
0x8410,-31728,LscriptPages/game/n;->X1(Ljava/lang/String;)V,0x2ecb98,,0000:readByte(Ljava/lang/String;)B || 000c:readByte(Ljava/lang/String;)B,0x1410,0x0410
0x8412,-31726,LscriptPages/game/n;->Z1(Ljava/lang/String;)V,0x2ecbf8,,0000:readByte(Ljava/lang/String;)B || 0008:readByte(Ljava/lang/String;)B || 0014:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1412,0x0412
0x8414,-31724,LscriptPages/game/n;->V1(Ljava/lang/String;)V,0x2eca80,,0000:readByte(Ljava/lang/String;)B || 0008:readByte(Ljava/lang/String;)B,0x1414,0x0414
0x8416,-31722,LscriptPages/game/n;->D1(Ljava/lang/String;)V,0x2eba40,,0000:readByte(Ljava/lang/String;)B || 000e:readByte(Ljava/lang/String;)B || 0050:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0060:readByte(Ljava/lang/String;)B || 006c:readByte(Ljava/lang/String;)B || 00b2:readShort(Ljava/lang/String;)S || 00c6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00d2:readByte(Ljava/lang/String;)B || 00e6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00fa:readByte(Ljava/lang/String;)B,0x1416 (unnamed)@scriptPages/game/n->H2,0x0416
0x8418,-31720,LscriptPages/game/n;->C1(Ljava/lang/String;)V,0x2eb938,,0000:readByte(Ljava/lang/String;)B || 0012:readShort(Ljava/lang/String;)S || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String; || 006e:readByte(Ljava/lang/String;)B,0x1418 reqCountryReqJoinCtrl@scriptPages/game/n->B1,0x0418
0x841a,-31718,LscriptPages/game/n;->c2(Ljava/lang/String;)V,0x2eccb8,,0000:readByte(Ljava/lang/String;)B,0x141a,0x041a
0x841c,-31716,LscriptPages/game/n;->e2(Ljava/lang/String;)V,0x2ecd60,,0000:readByte(Ljava/lang/String;)B || 000e:readByte(Ljava/lang/String;)B,0x141c,0x041c
0x8420,-31712,LscriptPages/game/n;->F1(Ljava/lang/String;)V,0x2ebc84,14d2:readByte(Ljava/lang/String;)B,0000:readByte(Ljava/lang/String;)B || 0006:readUTF(Ljava/lang/String;)Ljava/lang/String; || 000e:readLong(Ljava/lang/String;)J || 0014:readLong(Ljava/lang/String;)J || 001a:readLong(Ljava/lang/String;)J || 0026:readLong(Ljava/lang/String;)J,0x1420 di_提示没有援助@scriptPages/game/n->T2; reqCountryGetSubsidy@scriptPages/game/n->e,0x0420
0x8421,-31711,LscriptPages/game/n;->P1(Ljava/lang/String;)V,0x2ec6ec,,0000:readByte(Ljava/lang/String;)B,0x1421,0x0421
0x8422,-31710,LscriptPages/game/n;->S0(Ljava/lang/String;)V,0x2ea08c,,0000:readByte(Ljava/lang/String;)B,0x1422 re_提示不能申请@scriptPages/game/n->R2,0x0422
0x8423,-31709,LscriptPages/game/n;->R1(Ljava/lang/String;)V,0x2ec794,,0000:readByte(Ljava/lang/String;)B || 000e:readByte(Ljava/lang/String;)B,0x1423,0x0423
0x8424,-31708,LscriptPages/game/n;->R0(Ljava/lang/String;)V,0x2ea070,,,0x1424 reqCountryAlliance@scriptPages/game/n->w2,0x0424
0x8426,-31706,LscriptPages/data/g;->G0()B,0x2648b4,,,0x1426,0x0426
0x8428,-31704,LscriptPages/game/n;->T1(Ljava/lang/String;)V,0x2ec864,,0000:readByte(Ljava/lang/String;)B || 0008:readByte(Ljava/lang/String;)B || 0038:readLong(Ljava/lang/String;)J,0x1428,0x0428
0x842a,-31702,LscriptPages/game/n;->Q0(Ljava/lang/String;)V,0x2e9f24,,0000:readByte(Ljava/lang/String;)B || 002a:readByte(Ljava/lang/String;)B || 005e:readByte(Ljava/lang/String;)B || 0072:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0086:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0092:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a0:readLong(Ljava/lang/String;)J,0x142a,0x042a
0x842c,-31700,LscriptPages/game/n;->L1(Ljava/lang/String;)V,0x2ec474,,0028:readByte(Ljava/lang/String;)B || 0030:readByte(Ljava/lang/String;)B || 0046:readShort(Ljava/lang/String;)S || 005a:readShort(Ljava/lang/String;)S || 0068:readByte(Ljava/lang/String;)B || 00a8:readLong(Ljava/lang/String;)J || 00b8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ce:readLong(Ljava/lang/String;)J || 00de:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x142c,0x042c
0x842d,-31699,LscriptPages/game/n;->X0(Ljava/lang/String;)V,0x2ea8ec,,0006:readInt(Ljava/lang/String;)I || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0016:readLong(Ljava/lang/String;)J,0x142d,0x042d
0x842e,-31698,LscriptPages/game/n;->J1(Ljava/lang/String;)V,0x2ebed0,,0000:readInt(Ljava/lang/String;)I || 0014:readLong(Ljava/lang/String;)J || 0020:readByte(Ljava/lang/String;)B || 002c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0038:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0050:readInt(Ljava/lang/String;)I || 005c:readInt(Ljava/lang/String;)I || 0086:readInt(Ljava/lang/String;)I || 0096:readInt(Ljava/lang/String;)I || 00a2:readInt(Ljava/lang/String;)I || 00bc:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ce:readLong(Ljava/lang/String;)J || 00da:readLong(Ljava/lang/String;)J || 00e6:readLong(Ljava/lang/String;)J,0x142e reqCountryMilitary@scriptPages/game/n->I1,0x042e
0x842f,-31697,LscriptPages/game/n;->P0(Ljava/lang/String;)V,0x2e9e80,,0006:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0022:readLong(Ljava/lang/String;)J,0x142f di_禅让对象玩家不能为空@scriptPages/game/n->J2,0x042f
0x8430,-31696,LscriptPages/game/n;->b(Ljava/lang/String;)V,0x2d9188,,0000:readByte(Ljava/lang/String;)B || 0076:readByte(Ljava/lang/String;)B || 0086:readShort(Ljava/lang/String;)S || 009a:readShort(Ljava/lang/String;)S || 00a8:readByte(Ljava/lang/String;)B || 011e:readLong(Ljava/lang/String;)J || 0132:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0146:readUTF(Ljava/lang/String;)Ljava/lang/String; || 015a:readShort(Ljava/lang/String;)S || 016e:readShort(Ljava/lang/String;)S || 0182:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0196:readByte(Ljava/lang/String;)B || 01aa:readByte(Ljava/lang/String;)B,0x1430,0x0430
0x8432,-31694,LscriptPages/game/n;->a1(Ljava/lang/String;)V,0x2eaa28,,0000:readByte(Ljava/lang/String;)B || 0012:readBoolean(Ljava/lang/String;)Z,0x1432 di_提示军团无名@scriptPages/game/n->z2,0x0432
0x8434,-31692,LscriptPages/game/n;->c1(Ljava/lang/String;)V,0x2eab7c,,0006:readByte(Ljava/lang/String;)B || 0012:readBoolean(Ljava/lang/String;)Z || 0034:readLong(Ljava/lang/String;)J || 003a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0040:readShort(Ljava/lang/String;)S || 0046:readUTF(Ljava/lang/String;)Ljava/lang/String; || 004c:readShort(Ljava/lang/String;)S || 0058:readShort(Ljava/lang/String;)S || 0064:readLong(Ljava/lang/String;)J || 0070:readShort(Ljava/lang/String;)S || 007c:readShort(Ljava/lang/String;)S || 0088:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0094:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a0:readByte(Ljava/lang/String;)B || 00a6:readByte(Ljava/lang/String;)B,0x1434,0x0434
0x8436,-31690,LscriptPages/game/n;->k1(Ljava/lang/String;)V,0x2eb060,,0000:readByte(Ljava/lang/String;)B,0x1436,0x0436
0x8438,-31688,LscriptPages/game/n;->i1(Ljava/lang/String;)V,0x2eafe0,,0000:readByte(Ljava/lang/String;)B || 000c:readByte(Ljava/lang/String;)B,0x1438,0x0438
0x843a,-31686,LscriptPages/game/n;->f1(Ljava/lang/String;)V,0x2eae68,,0000:readByte(Ljava/lang/String;)B || 0006:readUTF(Ljava/lang/String;)Ljava/lang/String; || 000e:readByte(Ljava/lang/String;)B || 001c:readByte(Ljava/lang/String;)B || 0052:readBoolean(Ljava/lang/String;)Z || 006a:readByte(Ljava/lang/String;)B,0x143a,0x043a
0x843c,-31684,LscriptPages/game/n;->Z0(Ljava/lang/String;)V,0x2ea988,,0000:readByte(Ljava/lang/String;)B || 0008:readByte(Ljava/lang/String;)B,0x143c,0x043c
0x843e,-31682,LscriptPages/game/n;->g1(Ljava/lang/String;)V,0x2eaf38,,0000:readByte(Ljava/lang/String;)B || 000c:readByte(Ljava/lang/String;)B || 0014:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x143e reqCountryCorpNoticeModify@scriptPages/game/n->z2,0x043e
0x843f,-31681,LscriptPages/game/n;->d1(Ljava/lang/String;)V,0x2eadc8,,0000:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0008:readByte(Ljava/lang/String;)B || 0014:readBoolean(Ljava/lang/String;)Z,0x143f di_提示人数上限@scriptPages/game/n->z2,0x043f
0x8440,-31680,LscriptPages/game/n;->h2(Ljava/lang/String;)V,0x2ece78,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0014:readLong(Ljava/lang/String;)J,0x1440 di_提示建国消耗@scriptPages/game/n->B2,0x0440
0x8442,-31678,LscriptPages/game/n;->g2(Ljava/lang/String;)V,0x2ece30,,0000:readByte(Ljava/lang/String;)B || 0018:readBoolean(Ljava/lang/String;)Z,0x1442 reqCreateCountry@scriptPages/game/n->f2,0x0442
0x8446,-31674,LscriptPages/game/n;->w1(Ljava/lang/String;)V,0x2eb448,,0000:readByte(Ljava/lang/String;)B,0x1446,0x0446
0x8448,-31672,LscriptPages/game/n;->o1(Ljava/lang/String;)V,0x2eb180,,0000:readByte(Ljava/lang/String;)B,0x1448,0x0448
0x844b,-31669,LscriptPages/game/n;->u1(Ljava/lang/String;)V,0x2eb344,,0000:readByte(Ljava/lang/String;)B || 0034:readShort(Ljava/lang/String;)S || 0042:readShort(Ljava/lang/String;)S || 0054:readByte(Ljava/lang/String;)B || 0082:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0096:readShort(Ljava/lang/String;)S,0x144b,0x044b
0x844d,-31667,LscriptPages/game/n;->m1(Ljava/lang/String;)V,0x2eb0f8,,0000:readByte(Ljava/lang/String;)B || 0006:readUTF(Ljava/lang/String;)Ljava/lang/String; || 000e:readByte(Ljava/lang/String;)B || 0020:readInt(Ljava/lang/String;)I || 002c:readShort(Ljava/lang/String;)S,0x144d,0x044d
0x844f,-31665,LscriptPages/game/n;->r1(Ljava/lang/String;)V,0x2eb274,,0000:readByte(Ljava/lang/String;)B || 0006:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x144f di_提示参与建国@scriptPages/game/n->L2,0x044f
0x8450,-31664,LscriptPages/game/n;->s1(Ljava/lang/String;)V,0x2eb2a4,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0010:readByte(Ljava/lang/String;)B || 0022:readInt(Ljava/lang/String;)I || 002e:readShort(Ljava/lang/String;)S,0x1450 reqCountryCreateMemCtrl@scriptPages/game/n->L2,0x0450
0x8452,-31662,LscriptPages/game/n;->q1(Ljava/lang/String;)V,0x2eb1e4,,0000:readByte(Ljava/lang/String;)B || 0022:readByte(Ljava/lang/String;)B || 0050:readShort(Ljava/lang/String;)S || 0064:readShort(Ljava/lang/String;)S,0x1452,0x0452
0x8454,-31660,LscriptPages/game/n;->x1(Ljava/lang/String;)V,0x2eb484,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0014:readByte(Ljava/lang/String;)B || 0026:readLong(Ljava/lang/String;)J || 0032:readLong(Ljava/lang/String;)J || 003e:readLong(Ljava/lang/String;)J || 0052:readByte(Ljava/lang/String;)B || 0068:readByte(Ljava/lang/String;)B || 0074:readInt(Ljava/lang/String;)I,0x1454 reqCountryCreateUseItemConverArmy@scriptPages/game/n->N2,0x0454
0x8455,-31659,LscriptPages/game/n;->r2(Ljava/lang/String;)V,0x2ed590,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0034:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1455 REQ_COUNTRY_RENAME@scriptPages/game/n->a2,0x0455
0x8456,-31658,LscriptPages/game/n;->q2(Ljava/lang/String;)V,0x2ed544,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1456 REQ_COUNTRY_CORPS_RENAME@scriptPages/game/n->O2,0x0456
0x8500,-31488,LscriptPages/game/p;->f(Ljava/lang/String;)V,0x2f75f4,,0000:readByte(Ljava/lang/String;)B || 002c:readShort(Ljava/lang/String;)S || 0038:readShort(Ljava/lang/String;)S || 0048:readByte(Ljava/lang/String;)B || 0132:readLong(Ljava/lang/String;)J || 0142:readByte(Ljava/lang/String;)B || 0152:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0162:readShort(Ljava/lang/String;)S || 0172:readShort(Ljava/lang/String;)S || 0182:readByte(Ljava/lang/String;)B || 0192:readByte(Ljava/lang/String;)B || 01a2:readByte(Ljava/lang/String;)B || 01b2:readInt(Ljava/lang/String;)I || 01c2:readInt(Ljava/lang/String;)I || 01d2:readInt(Ljava/lang/String;)I || 01e2:readInt(Ljava/lang/String;)I || 01f2:readInt(Ljava/lang/String;)I || 0202:readInt(Ljava/lang/String;)I || 0212:readInt(Ljava/lang/String;)I || 0222:readInt(Ljava/lang/String;)I || 022e:readInt(Ljava/lang/String;)I || 0238:readShort(Ljava/lang/String;)S || 0248:readShort(Ljava/lang/String;)S || 0258:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0268:readByte(Ljava/lang/String;)B || 0278:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0288:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0294:readShort(Ljava/lang/String;)S || 029a:readLong(Ljava/lang/String;)J || 02a4:readByte(Ljava/lang/String;)B || 02b8:readByte(Ljava/lang/String;)B || 02c6:readByte(Ljava/lang/String;)B || 02e2:readLong(Ljava/lang/String;)J || 02ee:readLong(Ljava/lang/String;)J || 02fa:readLong(Ljava/lang/String;)J || 030e:readLong(Ljava/lang/String;)J || 031e:readLong(Ljava/lang/String;)J || 0332:readLong(Ljava/lang/String;)J || 0370:readLong(Ljava/lang/String;)J,0x1500,0x0500
0x8502,-31486,LscriptPages/game/p;->c1(Ljava/lang/String;)V,0x30d7c0,,0000:readByte(Ljava/lang/String;)B || 00ee:readLong(Ljava/lang/String;)J || 00fe:readByte(Ljava/lang/String;)B || 010e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 011e:readShort(Ljava/lang/String;)S || 012e:readShort(Ljava/lang/String;)S || 013e:readByte(Ljava/lang/String;)B || 014e:readByte(Ljava/lang/String;)B || 015e:readByte(Ljava/lang/String;)B || 016e:readInt(Ljava/lang/String;)I || 017e:readInt(Ljava/lang/String;)I || 018e:readInt(Ljava/lang/String;)I || 019e:readInt(Ljava/lang/String;)I || 01ae:readInt(Ljava/lang/String;)I || 01be:readInt(Ljava/lang/String;)I || 01ce:readInt(Ljava/lang/String;)I || 01de:readInt(Ljava/lang/String;)I || 01ee:readShort(Ljava/lang/String;)S || 01fe:readShort(Ljava/lang/String;)S || 020e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 021e:readByte(Ljava/lang/String;)B || 022e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 023e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 024a:readShort(Ljava/lang/String;)S || 0250:readLong(Ljava/lang/String;)J || 025a:readByte(Ljava/lang/String;)B || 0270:readByte(Ljava/lang/String;)B || 027e:readByte(Ljava/lang/String;)B || 029a:readLong(Ljava/lang/String;)J || 02a6:readLong(Ljava/lang/String;)J || 02b2:readLong(Ljava/lang/String;)J || 02c6:readLong(Ljava/lang/String;)J || 02d6:readLong(Ljava/lang/String;)J,0x1502 ReqExpeditionAttCityList@scriptPages/game/p->b0,0x0502
